XCOLLAR,YCOLLAR,ZCOLLAR,AU
40529397.99,4109799.971,-488.0,0.32946141208281615
40529533.12,4110013.231,-478.0,2.0481677918563834
40529476.06,4109932.314,-469.0,0.29984306269574273
40529480.2,4109915.639,-545.0,1.7531758697090838
40529413.97,4109811.282,-488.0,1.3278821892031012
40529548.56,4109961.748,-498.0,0.34879637113422035
40529525.36,4109910.286,-545.0,2.414905808371598
40529490.02,4109924.981,-498.0,2.9974760488515027
40529356.2,4109670.03,-555.0,4.930035636865407
40529507.45,4109912.269,-545.0,2.0931029170003033
40529325.91,4109753.442,-488.0,0.26956751569912535
40529327.5,4109704.605,-555.0,0.10460537996078716
40529388.21,4109785.789,-498.0,0.7096179832318529
40529429.33,4109737.667,-565.0,0.31668447687572227
40529387.41,4109800.731,-488.0,3.2389893678226285
40529499.74,4109984.038,-478.0,2.3882775893086627
40529424.7,4109849.324,-469.0,0.5422711119191634
40529405.96,4109705.079,-565.0,0.3037467905186092
40529320.17,4109586.599,-535.0,1.3700159674795873
40529359.91,4109775.076,-498.0,0.2275587183401952
40529386.43,4109794.109,-478.0,2.2478831435816256
40529514.62,4109935.906,-525.0,1.4522189910247094
40529531.95,4109891.065,-555.0,1.4591371789415353
40529378.65,4109769.976,-469.0,2.022799780171544
40529447.65,4109833.352,-469.0,0.558618658936688
40529513.75,4109922.698,-545.0,3.1531164746502762
40529502.28,4109933.717,-478.0,0.9915685204751682
40529552.39,4110024.386,-498.0,0.7712446940931965
40529518.15,4110006.12,-478.0,2.2882244450479994
40529463.75,4109897.362,-478.0,0.4500659845979848
40529453.11,4109719.889,-555.0,8.223248268429044
40529491.26,4109799.882,-565.0,3.702334351728392
40529358.15,4109763.893,-488.0,0.2619450486482655
40529345.51,4109724.703,-478.0,0.2056128714704401
40529484.0,4109905.915,-535.0,0.683153002168497
40529488.08,4109901.52,-535.0,0.791981626526079
40529395.12,4109773.148,-478.0,1.1436009991048042
40529390.72,4109772.328,-488.0,1.5627312054431757
40529431.2,4109828.083,-478.0,0.47722281674386796
40529517.68,4109911.379,-488.0,3.8665294456181267
40529245.95,4109532.491,-555.0,2.289651982065267
40529502.05,4109984.952,-498.0,1.8158726783129655
40529318.87,4109620.132,-545.0,0.8450623006922073
40529425.31,4109762.16,-545.0,1.2829442714391068
40529348.51,4109729.407,-488.0,0.274804972294953
40529523.83,4109926.51,-517.0,3.6329055359699383
40529365.48,4109786.517,-498.0,2.0235354427519026
40529572.53,4109873.475,-565.0,2.326408597077096
40529286.35,4109575.186,-555.0,2.0802497877297768
40529437.29,4109818.918,-565.0,0.5692083289546754
40529521.73,4109989.426,-478.0,0.5240981873412806
40529526.72,4109958.675,-469.0,2.0208895267358753
40529484.6,4109846.93,-545.0,1.0430042411031812
40529329.11,4109581.889,-545.0,1.8453417625559427
40529505.34,4109983.433,-478.0,1.2276791489490984
40529530.12,4109978.451,-498.0,1.6906838315309238
40529412.11,4109755.539,-545.0,1.507112621087174
40529415.63,4109717.374,-565.0,0.9927006331477334
40529409.26,4109723.738,-565.0,0.6796440359080418
40529450.14,4109856.204,-565.0,1.3012970204977548
40529398.8,4109746.907,-525.0,0.48136835697584346
40529390.66,4109672.369,-525.0,0.238842462790406
40529374.91,4109741.68,-478.0,1.231535802100282
40529553.23,4109946.905,-525.0,0.21535630880859916
40529316.64,4109590.347,-535.0,0.3963155227194
40529400.22,4109745.504,-525.0,0.46507376871748046
40529469.05,4109845.41,-555.0,0.5490100481228782
40529406.06,4109768.24,-555.0,2.040404821943595
40529515.9,4109868.198,-565.0,2.15961568143621
40529602.3,4109998.733,-525.0,0.1717515448118894
40529448.0,4109731.115,-545.0,2.789459320611036
40529480.47,4109825.712,-517.0,2.4706713431896956
40529552.68,4109990.917,-469.0,0.35633808012078255
40529452.85,4109796.45,-535.0,2.5740299871186574
40529503.92,4109815.497,-565.0,1.6226666228810074
40529425.4,4109811.947,-488.0,3.397967064364166
40529514.17,4109911.108,-525.0,9.765582113983564
40529503.02,4109927.861,-535.0,4.829530926779861
40529445.04,4109800.521,-545.0,2.6911891528468703
40529512.66,4109974.345,-498.0,1.522837028359201
40529475.16,4109885.591,-478.0,2.4074604018799235
40529528.29,4109983.27,-478.0,1.6598070405532714
40529512.57,4109938.096,-525.0,2.22405926848613
40529526.26,4109907.156,-565.0,0.6196825927132237
40529475.93,4109851.995,-469.0,2.9254501304753866
40529242.53,4109505.475,-525.0,1.4229688499775757
40529521.56,4109850.752,-565.0,1.3805204464213974
40529404.49,4109733.767,-555.0,0.6130272115537009
40529345.93,4109638.291,-555.0,0.6402917733184009
40529467.58,4109874.468,-478.0,0.2947938230388491
40529524.16,4109997.776,-469.0,0.514383985582529
40529551.78,4109955.224,-555.0,5.687467447260555
40529280.26,4109540.798,-535.0,0.8801823601695612
40529521.81,4109949.49,-545.0,7.036002070744265
40529449.49,4109746.676,-565.0,1.8368972508344348
40529385.38,4109788.617,-498.0,0.5851273686809079
40529424.92,4109817.84,-488.0,1.8275546552334379
40529446.6,4109802.924,-535.0,1.81619613057411
40529551.54,4109967.926,-488.0,0.5127636843081015
40529525.94,4109857.051,-565.0,1.363105499598885
40529461.19,4109880.796,-478.0,0.3075065591296417
40529395.8,4109772.415,-478.0,1.061016284425169
40529499.83,4109724.806,-555.0,0.10911344525940266
40529524.66,4109925.951,-517.0,3.5197067309117176
40529471.14,4109793.355,-565.0,2.038893302830264
40529468.71,4109783.018,-506.0,4.817974016082949
40529482.61,4109867.209,-469.0,0.43562078136217275
40529254.65,4109522.83,-555.0,1.9399409100047273
40529438.08,4109820.843,-478.0,2.251964445142078
40529334.95,4109703.691,-555.0,0.13224821391034594
40529389.16,4109673.68,-525.0,0.33811276891196684
40529351.61,4109682.453,-535.0,0.3524761836989984
40529491.43,4109923.567,-498.0,2.7796842201399046
40529446.0,4109898.002,-498.0,1.412315365882324
40529531.18,4109918.819,-525.0,4.457043416168608
40529541.38,4109872.361,-565.0,1.994864067804362
40529343.05,4109629.83,-535.0,0.8350243616470537
40529384.88,4109789.689,-488.0,3.2549024612009236
40529539.63,4110007.01,-478.0,0.285577841940156
40529346.41,4109650.157,-545.0,1.1604130149954617
40529542.89,4109955.592,-498.0,1.3172375631902034
40529423.32,4109797.515,-498.0,1.1948940406488555
40529332.87,4109580.132,-555.0,2.189800067180647
40529472.66,4109832.158,-525.0,0.58031250871781
40529368.79,4109794.178,-488.0,4.293698868994468
40529495.06,4109894.361,-535.0,1.5751399638412549
40529386.27,4109717.768,-525.0,0.2686166044780581
40529420.67,4109817.101,-488.0,1.180602192617543
40529336.32,4109702.795,-478.0,1.0227108508857181
40529435.93,4109801.891,-525.0,5.607707860483635
40529509.62,4109979.227,-478.0,0.6000119549489167
40529449.65,4109848.811,-469.0,2.6471857668550163
40529456.38,4109767.53,-565.0,1.8026151866403797
40529278.89,4109577.251,-525.0,0.5168853640011198
40529467.7,4109846.886,-555.0,1.99670379573867
40529392.45,4109707.441,-545.0,2.492902456664444
40529471.84,4109918.504,-469.0,0.9163364601708073
40529381.87,4109771.96,-517.0,1.1277180406530076
40529484.83,4109834.589,-565.0,2.2352070423035086
40529397.87,4109776.237,-488.0,0.45372607050161623
40529587.4,4109932.716,-565.0,0.3121414215265881
40529532.61,4109939.073,-545.0,4.046729705036239
40529297.56,4109564.504,-535.0,1.3889362055812302
40529436.13,4109827.462,-498.0,0.396560303086756
40529253.31,4109524.317,-555.0,2.22233134570326
40529398.61,4109768.315,-478.0,0.4851853384716871
40529311.66,4109571.011,-545.0,1.360861893116354
40529429.03,4109743.778,-555.0,0.7367502553198539
40529345.99,4109661.113,-525.0,3.4730827333411813
40529422.48,4109832.522,-488.0,3.441765464277408
40529421.75,4109833.204,-488.0,3.312856565274502
40529497.93,4109768.291,-565.0,1.9732698115647032
40529556.94,4109983.087,-488.0,0.31359867332320696
40529368.94,4109615.061,-555.0,1.8373269634997815
40529500.65,4109848.354,-469.0,0.6381175058973519
40529380.25,4109787.967,-478.0,1.188722072833214
40529556.21,4109994.778,-488.0,0.35779461720130046
40529466.81,4109819.683,-555.0,0.4919714873554995
40529541.61,4109957.127,-498.0,1.6114388918688762
40529540.97,4109957.9,-498.0,1.817345887654564
40529524.55,4109897.79,-555.0,0.5134941191075781
40529368.53,4109780.995,-469.0,0.29763914990234003
40529359.5,4109666.268,-555.0,1.338501779712257
40529558.27,4109992.604,-488.0,0.2742445141345411
40529462.52,4109760.948,-565.0,0.4136191773167544
40529456.64,4109802.574,-555.0,1.7963773595657277
40529533.44,4109879.708,-506.0,1.3183904630797074
40529401.82,4109772.483,-555.0,2.728072480994597
40529591.96,4109928.078,-565.0,0.1872098785970336
40529540.54,4109889.141,-565.0,1.9215490434389266
40529579.11,4109993.435,-525.0,2.0976365313816325
40529370.69,4109682.143,-555.0,4.685849593418242
40529576.85,4110000.767,-498.0,1.7567990718107898
40529496.39,4109990.608,-498.0,0.4395336651618462
40529556.16,4109991.176,-478.0,1.1602656103729845
40529551.09,4109976.861,-488.0,0.3455135340737608
40529303.53,4109694.47,-555.0,0.13692342766912627
40529533.46,4109850.47,-565.0,1.3504338511858016
40529347.13,4109649.462,-545.0,1.183335371440075
40529401.6,4109744.052,-525.0,0.3748257600946467
40529446.92,4109837.081,-498.0,0.7590325977343501
40529314.96,4109574.079,-535.0,2.456445672047316
40529516.65,4109786.83,-545.0,2.348806056646644
40529590.56,4109929.51,-565.0,0.39527186101020767
40529358.85,4109781.153,-488.0,1.9895182941760465
40529538.61,4109909.463,-545.0,1.3667707774153872
40529364.08,4109770.76,-498.0,0.26089119780214826
40529350.95,4109676.068,-555.0,12.461428829732926
40529487.78,4109878.002,-545.0,2.0261825118498606
40529510.88,4109870.759,-545.0,1.9433265307994603
40529275.02,4109503.132,-555.0,2.207114006400252
40529446.67,4109859.801,-565.0,1.7051639940158974
40529448.92,4109771.139,-506.0,1.39965027881097
40529554.49,4109891.506,-565.0,1.7488573876623863
40529527.75,4109919.804,-545.0,0.5159758254108744
40529478.33,4109751.858,-535.0,6.615927473939482
40529483.71,4109793.553,-565.0,1.86896506856976
40529384.19,4109751.722,-478.0,0.31282622853537184
40529514.15,4109898.848,-565.0,1.2286243699667754
40529420.38,4109824.645,-545.0,5.177798431176611
40529362.69,4109772.198,-498.0,0.27821575208915905
40529501.32,4109890.33,-498.0,1.2067352842511563
40529540.78,4109913.247,-506.0,1.262521786745134
40529462.47,4109877.179,-469.0,0.3574018124943996
40529501.73,4109923.838,-525.0,9.427901095989037
40529479.72,4109889.222,-488.0,2.870288339722796
40529376.98,4109668.097,-535.0,0.8675502909379073
40529343.13,4109747.271,-478.0,0.29477433610358444
40529465.99,4109820.875,-506.0,1.9689991565197522
40529267.64,4109537.476,-525.0,0.2439969846862232
40529519.01,4109965.143,-478.0,1.559516301457167
40529357.92,4109639.042,-545.0,0.3392072940791175
40529281.31,4109575.216,-525.0,0.45402945212408247
40529539.05,4109967.952,-555.0,5.318569233196787
40529475.91,4109898.504,-469.0,1.3709297414716919
40529297.65,4109569.36,-525.0,0.4472137876804838
40529342.65,4109607.354,-535.0,4.612204877031816
40529492.35,4109798.293,-565.0,4.064029203068308
40529538.73,4109902.55,-506.0,4.524033653465333
40529531.89,4109924.815,-535.0,1.545201507805433
40529294.87,4109572.237,-525.0,1.2794307415992876
40529423.79,4109745.085,-565.0,0.46315176987921025
40529415.97,4109838.592,-488.0,3.392355282403696
40529512.43,4109868.181,-506.0,1.546122209702287
40529259.36,4109546.301,-525.0,0.333732487200246
40529243.23,4109504.768,-525.0,0.3673165267933183
40529386.53,4109776.616,-488.0,0.2562448880066277
40529537.96,4109884.498,-555.0,0.5118067301105297
40529456.56,4109810.247,-488.0,2.1566281517339556
40529455.64,4109725.347,-545.0,6.129756064177221
40529424.62,4109729.711,-545.0,4.223746542062282
40529501.66,4109944.527,-545.0,1.2731611801087976
40529406.73,4109793.926,-469.0,1.301801053850118
40529551.1,4109889.491,-506.0,15.026110983247802
40529410.65,4109794.355,-478.0,0.3221477785451224
40529316.78,4109670.259,-555.0,0.14103025884718248
40529545.2,4109956.212,-545.0,3.5926959052916745
40529339.64,4109738.896,-488.0,0.27204177106659955
40529433.86,4109808.479,-488.0,0.6769071730024928
40529414.06,4109844.887,-498.0,2.6726210791494056
40529570.4,4109875.596,-565.0,2.4297099215312867
40529507.22,4109722.826,-555.0,0.10155616408601549
40529491.29,4109874.441,-545.0,1.4412414972038277
40529323.14,4109756.32,-488.0,1.415813670747864
40529430.23,4109767.228,-565.0,1.5554901992714338
40529382.8,4109696.203,-545.0,4.312735674191785
40529529.26,4109884.261,-565.0,2.333169387636719
40529535.96,4109894.439,-565.0,1.3244381978524766
40529377.66,4109712.366,-478.0,3.5242928443119745
40529448.87,4109808.133,-565.0,3.9463434841789256
40529432.72,4109796.35,-535.0,1.9665890006719169
40529391.62,4109782.711,-488.0,2.8018616371045906
40529380.62,4109712.291,-506.0,1.3052737163586263
40529308.97,4109606.386,-525.0,2.0971772406185805
40529523.13,4109960.784,-478.0,1.6918101806253116
40529370.72,4109791.883,-488.0,4.424926398073718
40529547.43,4109958.377,-478.0,3.1428649714666452
40529460.45,4109881.47,-478.0,0.33525389594437793
40529459.43,4109884.567,-498.0,0.8558127010369875
40529494.1,4109906.372,-525.0,1.3430396369807118
40529473.04,4109901.275,-469.0,1.6455918726026622
40529542.83,4109976.174,-488.0,0.3254093567764429
40529506.91,4109893.737,-525.0,0.3728112468544551
40529537.15,4109986.961,-478.0,2.5817087885387373
40529325.92,4109581.042,-535.0,2.1727503745357866
40529529.55,4109934.155,-498.0,1.1176918974522747
40529364.52,4109754.118,-478.0,0.27526476500083524
40529570.41,4109922.883,-565.0,0.44888054587172227
40529338.4,4109611.596,-535.0,2.9965052138892903
40529332.55,4109732.712,-488.0,2.09054229586793
40529339.89,4109699.3,-478.0,0.7130363909316344
40529349.47,4109593.197,-555.0,2.075090766422718
40529413.67,4109783.111,-525.0,0.5736967556749961
40529488.72,4109727.783,-555.0,0.253923275651188
40529414.71,4109783.069,-498.0,1.9867375255795652
40529460.71,4109912.95,-469.0,0.6540607897020697
40529436.44,4109804.387,-498.0,1.6237051728428034
40529493.4,4109862.823,-517.0,1.668937322826036
40529493.77,4109796.878,-565.0,0.6919691600796126
40529370.96,4109709.477,-565.0,3.4901597243604523
40529501.77,4109986.935,-478.0,1.5051806179519511
40529395.6,4109791.954,-488.0,4.209744228111553
40529376.3,4109713.828,-478.0,4.524138316874161
40529487.78,4109827.872,-535.0,1.2045678718595068
40529396.99,4109706.111,-525.0,2.2181132626851037
40529512.9,4109887.295,-525.0,1.3547139581962122
40529528.35,4109928.346,-535.0,2.471865687180498
40529331.05,4109641.479,-535.0,2.230237253635285
40529497.23,4109867.435,-555.0,4.243721661570735
40529541.13,4109984.532,-525.0,0.30284367570427
40529355.65,4109662.629,-545.0,1.3469357807560278
40529333.21,4109702.095,-535.0,2.6664395754403256
40529421.53,4109811.315,-498.0,7.8940837325672915
40529491.77,4109839.396,-545.0,1.418369178363336
40529555.91,4109890.092,-565.0,2.388488275787004
40529502.76,4109984.244,-498.0,1.654937219514106
40529299.99,4109589.01,-555.0,1.0821680252578192
40529489.11,4109983.427,-469.0,2.0006869871107655
40529554.62,4109945.472,-525.0,0.20721027696203706
40529454.18,4109865.768,-478.0,0.4910722146841017
40529448.94,4109901.588,-488.0,0.254887909949601
40529419.08,4109806.505,-488.0,6.590513409351418
40529509.0,4109910.357,-555.0,1.3096217634809313
40529536.0,4110010.452,-478.0,1.9123389273221163
40529364.82,4109796.571,-478.0,2.0083755404601438
40529444.2,4109785.21,-535.0,2.470575128518583
40529397.52,4109780.46,-478.0,0.28867699587653417
40529546.19,4109954.004,-525.0,0.2196342031456982
40529552.15,4109993.113,-525.0,0.5669720120739654
40529291.55,4109569.786,-535.0,2.3642509232361757
40529351.78,4109788.224,-488.0,2.9560195011480634
40529541.21,4109888.398,-565.0,2.069510449680457
40529417.21,4109751.223,-565.0,0.5249624171998193
